True_G,Predicted_G,Predicted_SMILES,Tanimoto_Similarity
-323.368166,-343.76947021484375,CC1=CN=C(C)N=C1,1.0
-458.952489,-448.7801513671875,N=C1N=CC(=O)C=C1O,0.3125
-439.030829,-429.6690673828125,CN=C1ONC2=CC1N2,0.3333333333333333
-423.026195,-425.30816650390625,COC12CC3C(C13)C2=O,1.0
-435.306724,-436.9457092285156,CC1NC1(C)C(O)C=O,1.0
-363.833841,-365.48040771484375,C#CC1N=C2C3CC1C23,0.35294117647058826
-420.482505,-426.01611328125,O=C1C=CC=C2CC1O2,0.3548387096774194
-384.509176,-405.7442932128906,CCCC1(C)CN1C=O,1.0
-459.012433,-481.61102294921875,OC=NC1=NN=NC=C1N,0.38235294117647056
-384.932976,-387.8489990234375,O=C(C#C)C1=CCCC1,1.0
-454.017083,-465.16363525390625,COCC1=NCOC=N1,0.37142857142857144
-386.166712,-377.34503173828125,COC1C(=O)C11CC1,0.48148148148148145
-387.080318,-387.57159423828125,O=C(C1CC1)C1CCC1,1.0
-367.163242,-366.63201904296875,CC(C#C)C#CCC#N,0.6666666666666666
-454.04928,-462.57891845703125,O=CCCOCN1CN1,0.5217391304347826
-401.94623,-398.85015869140625,CC1=CN(C)C(C#C)O1,0.3142857142857143
-473.901966,-472.5067443847656,OCC1=C(O)N=NN=C1,0.4482758620689655
-400.625888,-387.99212646484375,CC1CNC(C=O)=N1,1.0
-439.103376,-436.5621337890625,CC(N)OC1(O)CC=C1,0.35714285714285715
-398.168209,-400.08721923828125,N=COC(C=O)C#C,1.0
-415.900927,-418.4447021484375,C#CC12COCC1NC=N2,0.5806451612903226
-439.111029,-426.0989990234375,N#CC1=NOC(=C1)C#N,1.0
-423.032248,-423.2693176269531,OC12CCC(C1)CC2=O,1.0
-403.161666,-401.663330078125,OC1CC2CCN3C2C13,1.0
-440.344934,-442.96539306640625,OC1CNC(=O)C(C)=C1,1.0
-424.253988,-416.6209716796875,O=CC1C2C3CC1OC23,1.0
-421.699744,-419.2354431152344,NC(=O)C1(CN1)C1CC1,1.0
-387.126245,-388.4891052246094,CC12COCC1=CCC2,1.0
-459.008178,-456.3853759765625,ON=C1CCC(=O)NC1,1.0
-398.564932,-401.4898681640625,CC(CC#CC#N)C=O,1.0
-401.967498,-400.649658203125,CCC1OC1(C#N)C#C,1.0
-424.275478,-427.21478271484375,O=C1CC2OC(C)C12C,0.5517241379310345
-387.11786,-381.2530517578125,OCC1CC(O)C=C1,1.0
-416.7288,-433.1878662109375,OC(OCCC#N)C#C,0.5714285714285714
-494.981128,-476.3446044921875,O=CC1COC1C(N)=O,1.0
-387.088362,-388.9158630371094,CC(C)CC#CCOC,1.0
-346.561881,-341.009033203125,CC#CC#CC1CO1,1.0
-458.973467,-470.8235168457031,NC(=O)NC1=COC=N1,1.0
-387.066401,-389.5958557128906,O=CCC1CCC11CC1,1.0
-494.114732,-508.7972717285156,NC1=NON=C1OC=O,1.0
-461.378753,-456.91241455078125,CC(=O)N1CC(=N)C1O,0.43333333333333335
-403.185822,-403.0845947265625,CCC1=C2COC2CN1,0.42424242424242425
-351.16747,-350.54437255859375,CC(C)(C)C#CCC#C,1.0
-460.183984,-456.6822814941406,CC1=C(F)C(=O)NC=C1,1.0
-423.098641,-421.0513000488281,OCC#CCOC1CC1,1.0
-429.105676,-416.07891845703125,OC(C#N)C#CCC#N,1.0
-421.81277,-441.0216369628906,CC(O)C1(CN1)C(C)=O,1.0
-437.917372,-442.6366271972656,CC12CC3NC13OC2=O,0.40625
-434.100764,-423.54736328125,N=CN(CC(C)=O)C#N,0.4666666666666667
-436.628683,-431.31048583984375,N=CNC1=NOC=C1C,1.0
-431.742325,-433.02935791015625,CNC1=NOC(=N1)C#C,1.0
-383.763983,-385.6139831542969,C1OC1C1C2COC12,1.0
-460.192518,-463.35528564453125,OCCOC1(CC1)C=O,0.52
-387.092262,-387.096435546875,O=C1C2CCC3CC2C13,0.6956521739130435
-264.265543,-280.7400817871094,COCCC#C,1.0
-456.370964,-448.435546875,N=CC1=NNC(=O)C1=N,0.28125
-497.321613,-497.68524169921875,O=C1NC(=O)OC(=N)N1,0.6363636363636364
-346.561918,-365.23779296875,CC1=CCC2(CN2)N1,0.4
-385.87842,-385.4870910644531,CC1OCC=CC1O,1.0
-475.057321,-472.47412109375,CC(O)(C=O)C(=O)C#N,0.625
-387.092097,-385.920654296875,O=C1CC(C2CC2)C=C1,1.0
-470.097152,-469.83154296875,CC(=NO)C(=N)C(N)=O,0.6190476190476191
-398.154148,-403.2012023925781,CC12CC3(C1)CC(=O)N23,0.46153846153846156
-403.167884,-396.6727294921875,NC(=O)C1(CCC1)C#C,1.0
-422.999665,-427.30517578125,CC(O)C1=CCCCO1,0.43333333333333335
-437.936986,-440.97467041015625,OCCC1NC11COC1,1.0
-350.227372,-354.2613525390625,O=C1CC2C3CC3C12,1.0
-403.201409,-436.2747802734375,NC1=C(O)C2CCOC12,0.375
-388.263699,-388.300537109375,CCC1C(C)CC1(C)O,1.0
-473.911097,-458.18994140625,CC12COC(C1O)CO2,0.5
-401.859982,-409.9078369140625,CC(O)CC=NCC#C,0.45161290322580644
-351.179146,-354.2356872558594,CC1CC1C1CCCC1,1.0
-421.792168,-424.7347412109375,CC1CNC(=N)OCC1,0.5862068965517241
-351.162409,-350.4536437988281,CC1C=CCC(C)C=C1,1.0
-480.986014,-473.798583984375,OC1C(OCO)C1C#N,0.6538461538461539
-395.962168,-405.9749755859375,CC1OCC2C(C#N)C12,1.0
-450.213032,-462.91046142578125,CC12C(N=CN1)OC2=O,0.48484848484848486
-349.978662,-347.30108642578125,CC1CC11OC(C)C1,1.0
-570.633876,-533.7450561523438,OC(CO)(COC=O)C=O,0.6153846153846154
-387.365425,-383.2928771972656,CC(C)OC(C)CO,1.0
-401.987442,-406.80328369140625,CNC1=C(N)ON=C1,0.5769230769230769
-437.999609,-444.109375,CC1(O)CC11COC1=N,1.0
-434.093775,-432.337890625,CC(C)OC(=N)NC=N,0.64
-387.121971,-391.2408142089844,CC1CC(CC#C)OC1,1.0
-424.218001,-420.8769226074219,C(C1CC1)C1COC1=O,1.0
-418.088099,-416.3236999511719,O=C1CN2N=CC=C2C1,1.0
-460.160032,-456.92352294921875,OCC#CC1OC1C=O,0.6428571428571429
-436.505375,-442.07379150390625,OCC1=C(CC=O)N=C1,0.375
-423.017694,-426.148681640625,CC1CC2(CO2)CC1O,1.0
-420.465841,-412.24176025390625,C#CC(NC=O)N1CC1,0.5
-404.343196,-405.8032531738281,CN=C1CCC(C)(C)O1,1.0
-403.081883,-403.9814758300781,CNC(=O)CC(C)C#C,1.0
-387.144423,-386.0680847167969,OCC#CCC(C)C#C,1.0
-458.98596,-437.7104187011719,COCC1=CC=NOC1,0.42424242424242425
-349.976125,-356.212646484375,CC12CC(C=C1)C(=C)C=C2,0.5
-439.192426,-441.6444091796875,CCC(CN=CO)C=O,0.5217391304347826
-351.203872,-359.05621337890625,OC1C(C1C)C=O,1.0
