True_G,Predicted_G,Predicted_SMILES,Tanimoto_Similarity
-323.368166,-308.38482666015625,CNC12CC1CO2,0.35714285714285715
-458.952489,-455.0143737792969,NC1=CC(=O)NC(O)C1,0.5
-435.306724,-438.73052978515625,CC1=C2OC(C=O)C2=N1,0.34375
-363.833841,-385.797607421875,O=CNC1CC2NC12,0.5384615384615384
-420.482505,-424.14544677734375,CCC1(O)CC(C)C1=O,0.6923076923076923
-384.509176,-372.0840148925781,CCC1=NCCN1CC,0.5
-459.012433,-455.1475830078125,CC(O)COC(O)C#C,0.6666666666666666
-384.932976,-379.77337646484375,CC1C2C3NC3(C#N)C12,1.0
-386.166712,-381.38165283203125,CC1CC2CN1C2C#N,0.5
-367.163242,-374.51861572265625,OC1CC2C3NC3C12,0.6363636363636364
-454.04928,-478.33770751953125,CC1OCOC(=O)N1C,0.5185185185185185
-401.94623,-405.07977294921875,CC1(C)N=C2OCC=C12,0.35294117647058826
-473.901966,-451.15380859375,CC(=O)NC(CO)C#N,0.6296296296296297
-400.625888,-403.90899658203125,CCC1OC2C3CN3C12,1.0
-439.103376,-434.61572265625,CC12CNC1C2(C=O)O,0.4827586206896552
-398.168209,-422.3358154296875,CN=C1CCC1NC=O,0.5172413793103449
-415.900927,-401.2070617675781,CCC1CC(=O)C(N)=C1,0.6071428571428571
-439.111029,-431.8350830078125,NC1(CN2CC12)C(N)=O,1.0
-423.032248,-424.20416259765625,CCC1C=C(O)COC1,0.6206896551724138
-455.196627,-459.5665588378906,NC(=O)C1=CCOC=N1,0.35294117647058826
-403.161666,-404.4146423339844,O=C1CCCC2CCN12,0.7391304347826086
-440.344934,-441.110107421875,O=CC1=CNC(=O)C=C1,1.0
-424.253988,-420.1661071777344,OCC1=COC(C1)C#C,0.4411764705882353
-421.699744,-421.3379821777344,O=C1COCC2CCC12,1.0
-387.126245,-389.81097412109375,C1CC1C1=COC=CC1,0.3448275862068966
-459.008178,-453.70269775390625,CC1(O)CNC2C(O)N12,0.34375
-398.564932,-396.9298400878906,N#CC12CNC=NC1C2,0.48484848484848486
-424.275478,-423.58782958984375,CC12CC1(C)C(=O)C2O,0.5769230769230769
-387.11786,-389.04296875,CC12CC(C1)(C=O)CC2,1.0
