True_G,Predicted_G,Predicted_SMILES,Tanimoto_Similarity
-323.368166,-331.3942565917969,OCCC#CC#N,1.0
-458.952489,-457.3111572265625,COC(=NO)CC1CN1,0.7037037037037037
-439.030829,-433.707763671875,C1CN=COC(OC)=C1,0.42424242424242425
-423.026195,-439.1531677246094,N=C(NCC1CO1)C#N,1.0
-435.306724,-427.2703857421875,CC1=CC(=O)OC=NC1,1.0
-363.833841,-366.95074462890625,C#CC1COC(C)=N1,1.0
-420.482505,-422.2945861816406,CC1(O)CNC(C2)C1C2N,0.36363636363636365
-459.012433,-444.8785400390625,NC(=N)N(CC#N)C=O,0.72
-384.932976,-389.8800048828125,CCC1(O)CC1C=O,1.0
-454.017083,-451.44189453125,CC12NC3(COC13O)C2N,0.375
-386.166712,-384.8030090332031,CC#CC1C2C3COC123,0.5714285714285714
-387.080318,-398.0486145019531,CC1OCC(CC)=C1C,1.0
-367.163242,-365.65789794921875,CC1C=CC2N3CC23C1,0.36666666666666664
-454.04928,-458.097412109375,C1CCOC2NC(O2)N1,0.375
-401.94623,-360.57757568359375,C(C#N)C1CC(=O)C1,1.0
-473.901966,-469.3395080566406,CC(O)C1=NC(N)=NO1,1.0
-400.625888,-403.172607421875,CC#CCC(C)C(N)=O,1.0
-439.103376,-435.0953369140625,CC1C(C=NC1=NO)=N,0.3142857142857143
-398.168209,-399.5509948730469,NC(=NCC#N)C1CC1,0.5714285714285714
-439.111029,-439.6234130859375,OCC1(C=O)C2CNC12,0.6
-423.032248,-422.18475341796875,CNC1=C(N)OC=C1C,0.64
-455.196627,-451.5658874511719,CC(=O)NC1=NNN=C1,1.0
-440.344934,-442.4518737792969,OCCOC(C)CNC,0.5833333333333334
-424.253988,-423.0198669433594,O=C1C2C1C1(OC1)C=C2,0.42857142857142855
-421.699744,-416.4667053222656,CC12OC=C3CC1C2O3,0.3333333333333333
-387.126245,-377.5760498046875,CC1CCC(O)C1O,1.0
-459.008178,-452.7977600097656,CC(N)C(=O)C(O)C#N,0.6818181818181818
-398.564932,-402.35186767578125,CN=C1ON=CC=N1,1.0
-401.967498,-402.4454650878906,CC12NC1C1(C)COC21,1.0
-387.11786,-385.76385498046875,O=C1CCC2CC3C2C13,1.0
-416.7288,-414.3876953125,CN(C)C(C)(C=O)C#N,1.0
-494.981128,-494.8226318359375,OC(C=O)C1(OC1)C=O,1.0
-453.990653,-457.9126281738281,CC1(O)CCC(=O)C1=O,1.0
-401.930334,-407.2964172363281,CCCC1(CO)CCN1,0.6666666666666666
-387.088362,-389.765380859375,CC1OCC(C)(C)C=C1,1.0
-346.561881,-335.41741943359375,CCC#CC(C)=NC,0.6363636363636364
-458.973467,-448.8413391113281,ON=C1CC=CC(=O)N1,0.6428571428571429
-387.066401,-385.87060546875,OC1C2CC2C(C1)C#C,1.0
-494.114732,-479.902587890625,CN=C1ON=NN1CC=O,0.6129032258064516
-461.378753,-471.5211181640625,N=COC1=NC(CO)N1,0.3939393939393939
-403.185822,-398.03857421875,CN1CC2(COC12)C#C,0.4482758620689655
-351.16747,-352.3548278808594,CC1CC2(C)CCC2C1,1.0
-460.183984,-457.3565673828125,CC(CO)C(O)CC=O,1.0
-423.098641,-424.4374694824219,CC1C2NC(=O)C1N2C,0.5185185185185185
-387.1029,-388.07208251953125,CCC12CC(C1)C(=O)C2,1.0
-440.360621,-438.8161315917969,OC1C(N1)C1COC1C,0.5384615384615384
-423.04233,-422.8927307128906,O=CCC1(COC1)C#C,1.0
-429.105676,-423.890869140625,CC1(C)OCC(O1)C#C,1.0
-421.81277,-417.9621887207031,CC1C2NC1(C#N)C2O,1.0
-424.249564,-425.380615234375,CC1OCCC2CC12O,1.0
-434.100764,-422.9251708984375,CC12CCC1(C)OC2=O,1.0
-431.742325,-411.82464599609375,CN1C(=O)C(C)=C1C#N,0.35714285714285715
-383.763983,-395.051025390625,CC1OC1(CC)C=O,1.0
-460.192518,-462.33416748046875,CC1OC2C(O)C1C2O,1.0
-387.092262,-387.98455810546875,CCC(CO)CCO,1.0
-264.265543,-270.3268127441406,CC1OC1C#C,1.0
-456.370964,-435.3565673828125,O=CC(=O)C1C2CNC12,0.52
-497.321613,-481.7144775390625,NC1=C(F)N=NNN=N1,0.32142857142857145
-346.561918,-346.0252990722656,CC#CC1CC1(C)O,0.625
-385.87842,-390.9483642578125,OCC1(CC1C#C)C#C,1.0
-475.057321,-478.21014404296875,COC(=O)C(O)CC#N,1.0
-387.092097,-385.9989013671875,CC(C)C1=CC=C(C)O1,1.0
-398.154148,-404.6956787109375,CC1CC1(C#N)C1CO1,1.0
-403.167884,-403.6871337890625,CC1=C(C)C2C(O)CN12,0.4
-422.999665,-423.1414794921875,CC1C2C3COC3C(O)C12,0.6666666666666666
-437.936986,-442.742431640625,CC1(O)CNC(C=O)=C1,0.4375
-448.991406,-452.57696533203125,OC1=NOC(=C1)N1CC1,1.0
-403.201409,-397.1473693847656,CC(C#N)C(C)(C)C=O,1.0
-388.263699,-387.00390625,CC1C(OC1(C)C)C#C,1.0
-473.911097,-476.894287109375,O=COC1CNC(=O)C1,1.0
-401.859982,-398.1472473144531,O=CCC1=CC=CC=N1,1.0
-455.22599,-452.21441650390625,N=COC1CCNC1=O,1.0
-421.792168,-424.6573486328125,CC1COC2(C)CC12O,1.0
-351.162409,-342.2099304199219,N#CC#CCC1CN1,1.0
-395.962168,-405.0789489746094,CCC1=NCC(N)=CN1,0.40625
-450.213032,-437.221435546875,OC1(CC=CC1=O)C#N,0.6666666666666666
-349.978662,-354.649169921875,CC(C#C)C1CCCC1,1.0
-570.633876,-569.7008666992188,FC(F)(F)CC(=O)C#C,1.0
-387.365425,-387.1178894042969,C1C2COC3C=CC3C12,0.68
-401.987442,-405.62811279296875,CC1OC2C3C(N1)CC23,0.4482758620689655
-437.999609,-441.13385009765625,CC1OC(=O)NC1=O,0.5833333333333334
-434.093775,-441.01629638671875,CC1C(O)C1C(C)=NO,1.0
-387.121971,-389.4331359863281,O1C2C3CC4CC2(C3)C14,0.5
-418.088099,-423.1236572265625,CC12OCC(CC1)C2=O,1.0
-460.160032,-462.5459289550781,CC1OCC(O)C(=O)C1,1.0
-436.505375,-425.56134033203125,O=C1OCCNC1=O,1.0
-423.017694,-426.7576904296875,CC(O)C12CC1CC2=O,1.0
-420.465841,-418.0090026855469,CC1(CC(O)CN1)C#N,1.0
-404.343196,-406.69122314453125,COC12CC3CC1C3N2,0.4
-403.081883,-400.6728820800781,CC(CC=O)C(N)=O,1.0
-388.301237,-387.49163818359375,CC1(CCC1C#C)C=O,1.0
-387.144423,-387.7195129394531,CC1=CC(O)CCO1,0.5172413793103449
-458.98596,-456.8216552734375,COC1CC(C)(O1)C=O,0.5769230769230769
-380.864355,-381.53338623046875,CCC#CC1=CC=NN1,1.0
-423.000144,-411.0093078613281,CCC(CC(O)=O)C#C,0.68
-349.976125,-351.3835754394531,C1C2C3C1C2C1CC1C31CC1,0.6363636363636364
-439.192426,-432.86199951171875,C1OC2=NCCC=COC12,0.5151515151515151
-351.203872,-351.65496826171875,O=CC1CC2(CC2)C1,1.0
-401.891937,-404.4326171875,NC1=C(CO)C=CC=C1,1.0
-423.03892,-428.8298645019531,CCC(C)C(O)C1CO1,1.0
-439.097677,-440.0845947265625,CC(NC(N)=O)C1CN1,1.0
-429.10233,-406.0536193847656,OC(CC#C)C(C)=O,1.0
-387.123312,-390.6007995605469,CCCOCC#CC#C,1.0
-388.342054,-390.3472900390625,C1OC2CC1CC=CC2,1.0
-387.104535,-389.1319885253906,O=CCC1CC2CCC12,1.0
-425.460298,-430.5882568359375,CCC1(CCCO)CO1,1.0
-401.984867,-405.6473083496094,CCC12CC(C1N2)C=O,1.0
-424.257485,-426.83251953125,CC1(O)COCC=C1C,1.0
-383.410945,-387.99383544921875,CC(CCO)OCC,1.0
-439.135086,-438.17938232421875,OC1CNC(=O)C2CC12,1.0
-458.144075,-456.540771484375,CC1OC(=O)C1CC=O,1.0
-451.51765,-458.7169494628906,O=CNC1N=CC2OC12,0.45161290322580644
-459.030712,-461.65277099609375,OCC1C2OC2C1(C)O,1.0
-440.286127,-430.94830322265625,NC(=O)N1CCC=C1N,0.6296296296296297
-418.034838,-419.8462829589844,CC1C2CC(OC12)C=O,1.0
-346.624324,-362.60089111328125,C1NC1(C#N)C=O,1.0
-402.002501,-399.2374267578125,CC1(C)NC1(C=O)C#C,1.0
-327.865272,-334.788330078125,CC(C)(C#N)C=O,1.0
-439.10596,-438.3787841796875,O=C(CCC1CO1)C#N,1.0
-400.973415,-409.06671142578125,CC(OC1CC1)N1CC1,0.5
-476.280819,-474.1349182128906,ON=C1CNC2OC12C#N,0.5142857142857142
-399.869998,-404.4765319824219,CN1CCC=NC1C#N,0.4838709677419355
-403.118189,-403.1968994140625,CC1OC2(CCC12)C#N,1.0
