True_G,Predicted_G,Predicted_SMILES,Tanimoto_Similarity
-323.368166,-304.4328918457031,C1CC2=CNN=C12,0.7272727272727273
-458.952489,-447.8658447265625,CC1=CNC(=O)N=C1O,1.0
-439.030829,-443.75531005859375,CC1C(O)C1(O)C1CN1,1.0
-423.026195,-422.75390625,CC1(O)C(O)CC1(C)C,0.631578947368421
-435.306724,-433.0490417480469,CC(CC(O)C#N)C=O,1.0
-363.833841,-365.26629638671875,CC1C2CC3CN(C3)C12,0.48
-420.482505,-404.83489990234375,OCC#CC1(O)CO1,0.56
-384.509176,-386.66668701171875,CC1(O)C2CCC12O,1.0
-459.012433,-462.3743896484375,OCC12CC(O)C1C2O,1.0
-384.932976,-391.52252197265625,CCC12CC3C(C1)C3O2,1.0
-454.017083,-440.72509765625,O=COC1=NC=NO1,1.0
-386.166712,-390.54351806640625,CC(C)C1(CC1)C1CO1,1.0
-387.080318,-384.03521728515625,C1CC2(CCOC1)C=C2,0.4782608695652174
-367.163242,-368.2960205078125,CC12C3CC(C13)C2C#N,1.0
-454.04928,-453.18035888671875,OCC1=CNC(=O)N=C1,1.0
-401.94623,-401.96533203125,CC12CC(C1)C(=O)NC2,1.0
-473.901966,-471.40167236328125,OCC1OCC(=O)N1C,0.5161290322580645
-400.625888,-403.8661804199219,OC1CCCCC1C#N,1.0
-439.103376,-443.98773193359375,CC(=O)C1(CN1)C1CO1,1.0
-398.168209,-409.47930908203125,CC(C)C1(CCO)CN1,0.7083333333333334
-415.900927,-418.81103515625,CC1=C(N)C(=O)C=CN1,1.0
-423.032248,-424.4269714355469,CC1(CC1)C(O)CC=O,0.5769230769230769
-455.196627,-455.8810729980469,O=C1OCC2=NCCN12,1.0
-403.161666,-407.16455078125,O=C1NC2CC1CC=C2,1.0
-440.344934,-435.5616149902344,CC1(CO1)C1(CO1)C#N,1.0
-424.253988,-421.5050048828125,OC1CC11CCC1C=O,1.0
-421.699744,-419.9206237792969,CC1C2OC(C)C1C2=O,1.0
-387.126245,-388.4114990234375,CC12CCC1C(C)(O)C2,1.0
-459.008178,-463.77056884765625,OC1C2COC1C2CO,1.0
-398.564932,-402.18304443359375,CCCC1CCC(=O)N1,0.68
-401.967498,-409.2453308105469,CC1CCC(=O)N1CC,1.0
-424.275478,-424.511474609375,CC1=CC(O)CCC1=O,1.0
-387.11786,-377.84173583984375,CCC12CCC1(O2)C#C,1.0
-416.7288,-418.7606201171875,CC1(C)C(=O)NC2CN12,0.45161290322580644
-494.981128,-498.3018798828125,OC1C2OCC(O)C2O1,0.5454545454545454
-453.990653,-445.4334411621094,CC1=C(N)C(=O)N=NN1,1.0
-401.930334,-403.675537109375,CC1CN2CC(C=O)C12,0.5555555555555556
-387.088362,-388.0821533203125,CC1C2CC1(O)C21CC1,1.0
-346.561881,-332.3450927734375,CC1=CNC=C1C#N,1.0
-458.973467,-446.64544677734375,CC(=O)NC(=O)CC#N,1.0
-387.066401,-388.571533203125,CC1CC2(CC2)C(=O)C1,1.0
-494.114732,-489.39501953125,OCC(=O)N(C=O)C#N,0.48
-461.378753,-454.5101318359375,OCC1=CC(=O)NC=N1,1.0
-351.16747,-351.8434143066406,CC1C2C(C)C1C2C#C,1.0
-460.183984,-455.5150146484375,OC(C#N)C1CC(=O)N1,1.0
-423.098641,-414.6885681152344,CC1NC1C(=O)CC#N,1.0
-387.1029,-385.18731689453125,CC1CC(C)C(=C1)C=O,1.0
-440.360621,-439.25592041015625,CC1(CCOC1=O)C#N,1.0
-423.04233,-426.9809265136719,CC12CC(C)(C1O)C2O,1.0
-429.105676,-422.50543212890625,CC1=CC(=O)C(C)C1O,1.0
-421.81277,-425.84515380859375,CC1CCOCC1(C)O,1.0
-424.249564,-427.4302978515625,CC1CC2(C)OC1C2O,1.0
-437.917372,-443.65924072265625,CC1=CC(=O)NC(O)=C1,1.0
-434.100764,-440.3907775878906,CC1CC(C=O)C(=O)N1,1.0
-436.628683,-443.60498046875,N=C1OC2CC(O)CC12,1.0
-431.742325,-434.96612548828125,CC(O)C1=CN=NN1C,1.0
-383.763983,-385.910888671875,OCC1CC2(CC12)C#C,1.0
-460.192518,-456.540771484375,CC1OC(=O)C1CC=O,1.0
-387.092262,-387.45361328125,CC(C)C1CC(O1)C#C,0.68
-264.265543,-274.5931396484375,CC1C2CCCC12,1.0
-456.370964,-452.9495849609375,NC1=C(O)C(=O)NC=C1,0.6
-497.321613,-503.45831298828125,CN1N=NC(F)=CC1=O,1.0
-346.561918,-349.73419189453125,CC12CC3(CC1C23)C#C,1.0
-385.87842,-388.956787109375,CCC1CC(=O)C1=O,0.5652173913043478
-475.057321,-481.198974609375,CC1(O)C(O)CC1=NO,1.0
-387.092097,-387.76495361328125,CC1CC2CC2(C)C1O,1.0
-470.097152,-463.9197692871094,COCC1CC(O)C1=O,1.0
-398.154148,-402.12469482421875,CC12CC(C1)C2(O)C#N,1.0
-403.167884,-391.7568359375,CC1CC(CC1=O)C#N,1.0
-422.999665,-423.3910827636719,CCC(=O)C1=CC=CO1,0.6923076923076923
-437.936986,-426.5736999511719,OC1C2C3CN2C13CO,1.0
-448.991406,-463.7123718261719,OC1COC1C#CC=O,0.5185185185185185
-350.227372,-354.2356872558594,CC1CC1C1CCCC1,1.0
-403.201409,-405.8620910644531,CC12CC3C1C(=O)NC23,1.0
-388.263699,-387.621337890625,CC1COC2C3CC3C12,0.6956521739130435
-473.911097,-473.17138671875,CC(=O)CC(=O)C(N)=O,0.65
-401.859982,-398.80364990234375,CC(C)CC(=O)CC#N,1.0
-351.179146,-354.82861328125,CC(C)C1CCC1C#C,1.0
-455.22599,-448.2628173828125,CC1CC(=O)OC(=N)N1,0.5333333333333333
-421.792168,-419.0630187988281,NC(=O)C12C3CC1CN23,1.0
-351.162409,-355.48663330078125,CC1(C)C(C)C(C)=C1C,0.391304347826087
-480.986014,-475.720458984375,OC1C(O)C11COC1=N,1.0
-395.962168,-394.78082275390625,CC1C2OCC2C11CN1,0.5925925925925926
-450.213032,-448.37841796875,CC(=O)C1=CNN=C1O,1.0
-349.978662,-348.8853759765625,CC1C2CCC1(C)C=C2,1.0
-570.633876,-589.5728149414062,FC(F)(F)C1CCC1=O,1.0
-387.365425,-390.0294189453125,CC12CC3CC1OCC23,0.72
-401.987442,-401.01055908203125,CC1CC(C)(C)C(=O)N1,1.0
-437.999609,-442.72943115234375,O=C1CC2CC(C=O)N12,1.0
-434.093775,-439.1015625,CC1C2C3C(O)(CO3)N12,0.5517241379310345
-387.121971,-389.4007568359375,CC1C2CC3CC3OC12,1.0
-424.218001,-425.8409118652344,CCC1(CCO)COC1,1.0
-418.088099,-407.4644470214844,CCC1CC(C)(N1)C=O,0.5555555555555556
-460.160032,-458.2364807128906,CC#CC(=O)OC(C)=O,0.6521739130434783
-423.017694,-430.5001525878906,COC1CC11CCCO1,1.0
-420.465841,-413.3772888183594,CC(C)(C)OCCC#N,1.0
-404.343196,-406.6854248046875,CC1(C)NC11CC(O)C1,1.0
-403.081883,-393.2830505371094,CN1CC2(CC2CC)O1,0.5769230769230769
-388.301237,-389.1601257324219,CC12CCC3(CO)C1CC23,0.64
-387.144423,-388.412109375,OC1CCC2CC=CC12,1.0
-458.98596,-455.5559387207031,O=C1OCC2OCCC12,1.0
-380.864355,-379.383056640625,CC#CC(C#N)N1CC1,0.6190476190476191
-423.000144,-426.2216796875,CC(O)C1C2C(C)OC12,1.0
-349.976125,-335.9850769042969,CC1CCCCC1C#C,1.0
-439.192426,-434.79437255859375,CCOC1=NC(C)=CO1,1.0
-351.203872,-349.7848815917969,CC1C2CC3CC1(C)C23,1.0
-401.891937,-397.2138671875,CC#CC1(CC1)OC=N,1.0
-423.03892,-422.5953369140625,COC1CC2(CO2)CC1,1.0
-439.097677,-438.6812744140625,CC1CC(O)(CO1)C#N,1.0
-429.10233,-415.9676513671875,CC1(C)C(O)C1(O)C#C,1.0
-387.123312,-388.51788330078125,CCC12CCC1(O)CC2,1.0
-388.342054,-386.77398681640625,CC1CCCC(C=O)=C1,1.0
-387.104535,-387.2198791503906,OC1CCC1CCC#C,1.0
-425.460298,-424.1744689941406,OC1CCCCC1C=O,0.8947368421052632
-401.984867,-391.4052734375,CC1NC1C(=O)C=O,0.5416666666666666
-424.257485,-425.6257629394531,OCC12CC1CCC2O,1.0
-439.135086,-398.1604309082031,CC1=C(C)C(O)=NO1,1.0
-458.144075,-449.37933349609375,CCC1(O)COC(=N)N1,0.42424242424242425
-451.51765,-453.4328918457031,NC(=O)C1(COC1)C#N,1.0
-459.030712,-459.2950744628906,CC1(C)OC(=O)C1CO,1.0
-440.286127,-443.424560546875,CC1(CO)CC(O)C1=N,0.5714285714285714
-418.034838,-412.748291015625,OC1CC2C3C4N(C13)N24,0.4444444444444444
-459.00201,-452.27777099609375,CC(C)C(O)C(O)C=O,1.0
-346.624324,-373.92767333984375,CCCC1CC(N1)C#C,0.6296296296296297
-402.002501,-404.01043701171875,CC12NC3C(C1C3)C2O,0.42857142857142855
-327.865272,-326.4104309082031,CC1CCCC1C#N,1.0
-439.10596,-444.96343994140625,OC1=CC=C(N)C(O)=C1,1.0
-400.973415,-403.385498046875,CC(C)(O)CN1CC1C,1.0
-476.280819,-489.9439392089844,OCC1=NC=C(F)C=N1,1.0
-399.869998,-405.0445251464844,CC1(C)CCC=C(N)O1,0.3548387096774194
-403.118189,-393.31622314453125,CC(C)C(O)C(N)=O,1.0
-387.078643,-387.7050476074219,CC(=O)C1(CC1)C1CC1,1.0
-439.107847,-439.0716247558594,O=CC1CCOCNC1,0.5185185185185185
-419.264156,-416.4581604003906,COCC1(C)CN1C=N,0.6428571428571429
-436.636556,-432.5376892089844,CC1=CC(=O)NC(=O)C1,0.64
-380.830894,-383.75469970703125,CC1(C#N)C2C3CC1N23,1.0
-398.319039,-400.2410888671875,CC1=CC(=NN1)C1CN1,1.0
-448.964632,-435.1248779296875,CC1(CO)OCC1C#N,1.0
-423.044733,-427.2583312988281,O=CC1C2CC2C(O)C1,1.0
-384.92015,-389.3975830078125,OC1CC2CC3CC3C12,1.0
-418.03087,-420.76129150390625,CC1CC(C)C(O1)C=O,1.0
-387.129431,-385.3389892578125,CCCCC(=O)C=O,1.0
-385.849971,-377.7221984863281,C1C2OC3C4C3C2C14C,1.0
-426.6559,-425.4833068847656,CC1C(O)C11CCC1=O,0.6818181818181818
-418.043822,-408.84869384765625,CC1C2CC(CN2)C1=O,0.4827586206896552
-384.662749,-390.3760681152344,CC1=CC2C3OC3C1C2,1.0
-423.042643,-423.03558349609375,CC12CCC1(O)CC2=O,1.0
-404.390381,-403.38262939453125,CC12C3C4C(N14)C23CO,1.0
-435.289414,-433.72235107421875,CC1=C(N)C=NNC1=O,1.0
-473.812728,-470.8746337890625,CC1(O)CNC(=O)C1O,1.0
-418.548982,-420.3471984863281,CC12CC(C1C=O)C2=O,1.0
-388.356031,-388.56671142578125,CC1C2CC3(COC3)C12,1.0
-425.483154,-426.61962890625,C1C2C3OC2CCC1O3,0.46153846153846156
-348.72175,-352.2128601074219,CC1CC2(C)CC12C#C,0.7083333333333334
-358.80663,-354.8526611328125,CC1=CC(C)N=NN1,0.3
-438.002446,-440.1105651855469,CC(C)C1OCC(=N)O1,1.0
-347.82828,-360.5602111816406,CC1C2CC3C(O)C132,0.4782608695652174
-426.658882,-422.08612060546875,OCC1(CC1)C(O)C#C,1.0
-404.446848,-404.8440246582031,CC1(C)CC(=O)C(C)=N1,0.56
-488.772595,-493.74072265625,CC(=O)NC(=O)NC=O,0.6521739130434783
-419.217159,-394.0978698730469,CC1=C(N)C(=O)N=CC1,0.3125
-456.400047,-459.900146484375,CC12CC(O)(C1)OC2=O,0.5833333333333334
-460.194271,-456.49627685546875,COC1CC(O1)C(C)=O,0.56
-435.3612,-434.14154052734375,CC1=C(O)C(=N)NC=N1,1.0
-404.383962,-410.3753662109375,OC(C#C)CC1CCN1,0.6923076923076923
-388.316473,-390.0433044433594,CC1CCC(C)(C)C1=O,1.0
-349.000758,-360.3343811035156,C1CC23CC(CO2)C13,1.0
-415.589184,-359.66424560546875,CC1C(C)N1C1CO1,0.47619047619047616
-461.40272,-469.2742919921875,NC(=N)C1=C(O)OC=N1,0.6296296296296297
-382.609605,-385.22796630859375,CC1=CC(CN)C=C1N,0.2903225806451613
-349.043328,-350.6164245605469,CC1C2CCC(C)=CC12,1.0
-403.184484,-381.157470703125,CCC(=O)C#CCCC,1.0
-437.908996,-436.34320068359375,CC(C)(O)C(O)CC#N,1.0
-367.29941,-374.791748046875,CC1(C)CN=C(O)C1,0.4090909090909091
-453.929381,-455.65362548828125,CC1=C(O)C(=O)N=CN1,1.0
-439.154196,-433.635986328125,CCC(CO)(CO)C#N,1.0
-439.013891,-435.47833251953125,CC(=O)C1(CC1O)C#N,1.0
-437.962018,-437.9412841796875,O=CC12C3OC1C1C3N21,1.0
-387.171972,-386.86224365234375,CC1CC(=O)C2CCC12,1.0
-395.824113,-405.8893127441406,CC1CC(=O)C(N1)C#C,1.0
-455.216918,-455.3727111816406,CC1=CC(=O)COC1=O,0.52
-419.22974,-400.698486328125,O=C1C=CC2CNC2=N1,0.3611111111111111
-431.480006,-440.26507568359375,CC1(CC1O)C(N)C=O,0.5925925925925926
-461.400819,-459.73486328125,CC1(CO)CC(O)C1O,1.0
-347.861999,-360.8160400390625,CC1OCC(C)C=C1,1.0
-387.070857,-388.04620361328125,CC1CC2CC(C=O)C12,0.56
-425.485949,-424.24444580078125,CC1C2OCC1(O)CC2,0.6153846153846154
-326.791728,-325.9949951171875,CC12CC(C1)(C2)C#N,1.0
-458.99707,-459.4469299316406,CC(C)(O)C1COC1=O,1.0
-440.327776,-444.7701110839844,CC1OC1C(=N)C(C)=O,0.5652173913043478
-466.20727,-479.18621826171875,CC1OC(=O)C(O)C1=N,0.625
-404.38221,-404.6526794433594,CC1C(C#N)C11COC1,1.0
-460.147977,-461.3059997558594,O=C1OC2CC3OC3C12,1.0
-250.507275,-246.7562255859375,CC(C)CC#N,1.0
-439.058754,-435.32354736328125,CCC1=C(O)NC(=O)C1,0.5925925925925926
-401.950205,-401.8508605957031,CC12C3CC(N13)C2C=O,1.0
-438.994812,-450.05340576171875,OCC1CCC(CO)=N1,0.5
-437.884722,-436.47149658203125,CC1(OCC1C#N)C=O,1.0
-401.961936,-402.13934326171875,CN=C1OC(C)CC=C1,0.4482758620689655
-365.933715,-370.20654296875,CC1C(C#C)C11NCC1,0.4482758620689655
-423.002134,-420.8675231933594,CC12COC1C(=O)CC2,1.0
-435.375224,-434.068359375,OCCC1CNC(=N)N1,0.5714285714285714
-461.370109,-455.39111328125,CN1C=NC(=O)C1(C)O,0.36666666666666664
-380.004859,-378.68524169921875,CC1C2CNC(C#N)C12,1.0
-424.250889,-422.9539794921875,CC(=O)C1=CC(C)OC1,1.0
-440.316534,-440.7633056640625,COC1CC(=O)N2CC12,1.0
-417.99493,-415.31414794921875,CC1=NC(=N)OC=C1C,1.0
-453.997289,-449.84552001953125,NC1=C(CO)C(O)=CN1,1.0
-401.902441,-406.01953125,CC1C2C3N2CC13OC,1.0
-418.006117,-417.7412414550781,CC(=O)C1NC1CC#N,1.0
-458.966775,-455.2785339355469,CC1=C(C)C(O)=C(O)O1,0.6666666666666666
-389.519995,-389.1182861328125,CC1CC2(CO)CCC12,1.0
-475.072101,-475.37823486328125,OCC1(O)CC(O)C=N1,0.3870967741935484
-453.981885,-447.74298095703125,COC(=O)N1CC1C#N,1.0
-418.00649,-417.56390380859375,CC1=C(N)NC(=O)C=C1,1.0
-424.229302,-424.26007080078125,OCC1CCC1CCO,1.0
-416.784726,-413.95758056640625,CC1(C)C(O)C1NC=N,0.5833333333333334
-469.983183,-472.408203125,OCCOC(=O)CC#N,1.0
-439.126698,-436.54107666015625,CC1C2C(O)C(=O)C1N2,0.7083333333333334
-400.757167,-388.18267822265625,CC1C2C3CCC1(O)C23,1.0
-425.484465,-426.31732177734375,CC1(O)CCC2C(O)C12,1.0
-350.221669,-354.720458984375,CCC1(C)C(C)C1C#C,1.0
-395.851398,-374.771484375,O=C1NCC1CC#N,1.0
-404.356444,-402.703369140625,CC1C2C3CN3CC12O,1.0
-434.113301,-433.2243957519531,CC(CO)C1=NNC=N1,1.0
-436.554934,-443.2043762207031,COC1CC2(CO)NC12,0.6785714285714286
-348.686662,-340.20452880859375,CC1CCC2CC12O,1.0
-454.014543,-432.1209716796875,CCOC(=N)N1CC1N,0.5
-440.266738,-437.92218017578125,CN1CC(C)(CO)C1=O,1.0
-384.697053,-392.00457763671875,CC1CC2OC1C2C#C,1.0
-476.314985,-469.18389892578125,CC(=O)C1COC(=N)O1,0.6428571428571429
-361.496947,-367.8194885253906,CC12CC3NC13C2C#C,0.5
-350.264123,-354.3653259277344,CC1C(CC#C)C1(C)C,0.6521739130434783
-388.294724,-376.165283203125,CC12CCC1C(C)(C)O2,1.0
-396.94354,-398.5597839355469,N#CC12CC3C(N13)C=N2,0.4117647058823529
-401.929866,-402.4249572753906,CCC1(NCC1=O)C#C,1.0
-441.490698,-443.4371643066406,CC(O)C(=O)NC1CC1,1.0
-454.001331,-446.117919921875,CC1=CC(=O)OC(=N)N1,1.0
-419.279912,-402.81500244140625,CC1CC(C=O)C1C#N,1.0
-403.110382,-404.9466857910156,CC1CC(C)(O)C1C#N,1.0
-404.450196,-410.6492614746094,CCC1(C)C(C)C1=NO,0.4666666666666667
-399.797847,-407.927490234375,CC1C2C3CC1(O)C2N3,0.4666666666666667
-489.886548,-485.7587890625,OC1COC(=O)NC1=N,1.0
-423.049419,-425.9702453613281,CC1CC2(C)OC1C2=O,1.0
-404.363601,-407.5598449707031,CC1C2CC2(C)C1=NO,1.0
-366.044168,-369.1958312988281,CC12C3C4C(C13)C24C#N,1.0
-423.052608,-421.0352478027344,CCC1=C(N)C(N)=CO1,1.0
-472.366012,-454.07208251953125,CCC(=O)N(C)C(N)=O,0.6363636363636364
-363.872495,-342.49951171875,C#CCN1C=CC=N1,1.0
-403.198568,-405.32763671875,CN1C2CCC1(C)C2O,0.6
-459.003296,-471.2440490722656,CC1=CC(=O)C(O)=NO1,1.0
-434.150384,-436.9792175292969,CC1(O)CC1(O)CC#N,1.0
-454.029943,-458.872802734375,OCC1CN1C(=O)C#N,1.0
-423.071403,-425.6376647949219,CC1OC2CC2(C)C1=O,1.0
-455.220002,-448.97613525390625,OC1CC(=O)C(=O)O1,0.5217391304347826
-405.549519,-405.3251037597656,CC1(C)CN1CCC=O,1.0
-346.511981,-354.4437255859375,CC(C#C)C(=O)C#C,1.0
-387.38297,-385.2408752441406,CC1C2CC1CC(=O)C2,1.0
-418.088581,-422.5426330566406,CC(C)C1CC(O1)C=O,1.0
-363.551285,-370.03411865234375,CC12C3C4CN1CC23C4,0.4
-422.988768,-423.5069580078125,OC1CCC11CCC1=O,1.0
-425.443154,-426.39031982421875,CC1(CCC1=O)C1CO1,1.0
-468.846367,-466.14166259765625,OCC1=C(C=O)N=NN1,0.6428571428571429
-358.862575,-372.93035888671875,CCCC1(CC1)C1CN1,0.52
-439.148441,-439.2696838378906,OC12C3COC1C3C2N,0.5925925925925926
-399.515194,-409.60455322265625,COC1C2C3C4C3N1C24,0.5
-419.261679,-417.4842834472656,CC(C)C(O)(C=N)C#N,0.6
-405.810142,-402.277099609375,CC(CC(N)=O)C1CC1,1.0
-419.22979,-420.16290283203125,CC1COC11CNC1=N,0.6428571428571429
